"CIRCOSCRIZIONE","COLLEGIO_UNINOMINALE","DESCR_LISTA","CANDIDATO"
"SICILIA","SICILIA - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MARIO BARBUTO"
"SICILIA","SICILIA - U01","FORZA ITALIA","MARIO BARBUTO"
"SICILIA","SICILIA - U01","MOVIMENTO 5 STELLE","DOLORES BEVILACQUA"
"SICILIA","SICILIA - U01","ALLEANZA VERDI E SINISTRA","ANTONINO TERMINELLI"
"SICILIA","SICILIA - U01","+EUROPA","ANTONINO TERMINELLI"
"SICILIA","SICILIA - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANTONINO TERMINELLI"
"SICILIA","SICILIA - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANTONINO TERMINELLI"
"SICILIA","SICILIA - U01","AZIONE - ITALIA VIVA - CALENDA","GIUSEPPA PROVINO"
"SICILIA","SICILIA - U01","SUD CHIAMA NORD","ANTONELLA PANZECA"
"SICILIA","SICILIA - U01","UNIONE POPOLARE CON DE MAGISTRIS","GIOVANNI MANISCALCO"
"SICILIA","SICILIA - U01","VITA","ALESSANDRO BUONOCUNTO"
"SICILIA","SICILIA - U01","ITALEXIT PER L'ITALIA","RICCARDO SANTANGELO"
"SICILIA","SICILIA - U01","ITALIA SOVRANA E POPOLARE","ANDREA ODDO"
"SICILIA","SICILIA - U02","LEGA PER SALVINI PREMIER","RAOUL RUSSO"
"SICILIA","SICILIA - U02","FRATELLI D'ITALIA CON GIORGIA MELONI","RAOUL RUSSO"
"SICILIA","SICILIA - U02","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","RAOUL RUSSO"
"SICILIA","SICILIA - U02","FORZA ITALIA","RAOUL RUSSO"
"SICILIA","SICILIA - U02","MOVIMENTO 5 STELLE","GIUSEPPE CHIAZZESE"
"SICILIA","SICILIA - U02","ALLEANZA VERDI E SINISTRA","STEFANIA MARASCIA"
"SICILIA","SICILIA - U02","+EUROPA","STEFANIA MARASCIA"
"SICILIA","SICILIA - U02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","STEFANIA MARASCIA"
"SICILIA","SICILIA - U02","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","STEFANIA MARASCIA"
"SICILIA","SICILIA - U02","AZIONE - ITALIA VIVA - CALENDA","GIOVANNI BAVETTA"
"SICILIA","SICILIA - U02","SUD CHIAMA NORD","TOMMASO GARGANO"
"SICILIA","SICILIA - U02","UNIONE POPOLARE CON DE MAGISTRIS","SUSANNA CARACCI"
"SICILIA","SICILIA - U02","VITA","KAREN TONA"
"SICILIA","SICILIA - U02","ITALEXIT PER L'ITALIA","GIULIANA MARIA FUNDARO'"
"SICILIA","SICILIA - U02","ITALIA SOVRANA E POPOLARE","NUNZIATINA DI PAOLA"
"SICILIA","SICILIA - U03","LEGA PER SALVINI PREMIER","STEFANIA GABRIELLA ANASTASIA CRAXI"
"SICILIA","SICILIA - U03","FRATELLI D'ITALIA CON GIORGIA MELONI","STEFANIA GABRIELLA ANASTASIA CRAXI"
"SICILIA","SICILIA - U03","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","STEFANIA GABRIELLA ANASTASIA CRAXI"
"SICILIA","SICILIA - U03","FORZA ITALIA","STEFANIA GABRIELLA ANASTASIA CRAXI"
"SICILIA","SICILIA - U03","MOVIMENTO 5 STELLE","PIETRO LOREFICE"
"SICILIA","SICILIA - U03","ALLEANZA VERDI E SINISTRA","MARINA CALOGERA CASTIGLIONE"
"SICILIA","SICILIA - U03","+EUROPA","MARINA CALOGERA CASTIGLIONE"
"SICILIA","SICILIA - U03","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MARINA CALOGERA CASTIGLIONE"
"SICILIA","SICILIA - U03","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MARINA CALOGERA CASTIGLIONE"
"SICILIA","SICILIA - U03","AZIONE - ITALIA VIVA - CALENDA","MICHELE TERMINI"
"SICILIA","SICILIA - U03","SUD CHIAMA NORD","MARZIA MANISCALCO"
"SICILIA","SICILIA - U03","UNIONE POPOLARE CON DE MAGISTRIS","NICOLA PULEO"
"SICILIA","SICILIA - U03","VITA","ROBERTO MANZONE"
"SICILIA","SICILIA - U03","ITALEXIT PER L'ITALIA","MARIA CATERINA SCIACCA"
"SICILIA","SICILIA - U03","ITALIA SOVRANA E POPOLARE","MARIA FRANCESCA  MOSCA"
"SICILIA","SICILIA - U04","LEGA PER SALVINI PREMIER","SEBASTIANO MUSUMECI DETTO NELLO"
"SICILIA","SICILIA - U04","FRATELLI D'ITALIA CON GIORGIA MELONI","SEBASTIANO MUSUMECI DETTO NELLO"
"SICILIA","SICILIA - U04","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","SEBASTIANO MUSUMECI DETTO NELLO"
"SICILIA","SICILIA - U04","FORZA ITALIA","SEBASTIANO MUSUMECI DETTO NELLO"
"SICILIA","SICILIA - U04","MOVIMENTO 5 STELLE","GIUSEPPINA RANNONE"
"SICILIA","SICILIA - U04","ALLEANZA VERDI E SINISTRA","ORAZIO ERMANNO ARANCIO"
"SICILIA","SICILIA - U04","+EUROPA","ORAZIO ERMANNO ARANCIO"
"SICILIA","SICILIA - U04","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ORAZIO ERMANNO ARANCIO"
"SICILIA","SICILIA - U04","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ORAZIO ERMANNO ARANCIO"
"SICILIA","SICILIA - U04","AZIONE - ITALIA VIVA - CALENDA","TIZIANA D'ANNA"
"SICILIA","SICILIA - U04","SUD CHIAMA NORD","CATENO DE LUCA"
"SICILIA","SICILIA - U04","UNIONE POPOLARE CON DE MAGISTRIS","GOFFREDO D'ANTONA"
"SICILIA","SICILIA - U04","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","GIANFRANCO DI BARTOLO"
"SICILIA","SICILIA - U04","VITA","NICOLETTA RE"
"SICILIA","SICILIA - U04","ITALEXIT PER L'ITALIA","NUNZIA ALESSANDRA SCHILIRO'"
"SICILIA","SICILIA - U04","ITALIA SOVRANA E POPOLARE","MARILENA GIORDANO"
"SICILIA","SICILIA - U05","LEGA PER SALVINI PREMIER","SALVATORE SALLEMI"
"SICILIA","SICILIA - U05","FRATELLI D'ITALIA CON GIORGIA MELONI","SALVATORE SALLEMI"
"SICILIA","SICILIA - U05","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","SALVATORE SALLEMI"
"SICILIA","SICILIA - U05","FORZA ITALIA","SALVATORE SALLEMI"
"SICILIA","SICILIA - U05","MOVIMENTO 5 STELLE","GIUSEPPE PISANI"
"SICILIA","SICILIA - U05","ALLEANZA VERDI E SINISTRA","PAOLO AMENTA"
"SICILIA","SICILIA - U05","+EUROPA","PAOLO AMENTA"
"SICILIA","SICILIA - U05","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","PAOLO AMENTA"
"SICILIA","SICILIA - U05","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","PAOLO AMENTA"
"SICILIA","SICILIA - U05","AZIONE - ITALIA VIVA - CALENDA","MARIANNA BUSCEMA"
"SICILIA","SICILIA - U05","SUD CHIAMA NORD","ANTONIO GUASTELLA"
"SICILIA","SICILIA - U05","UNIONE POPOLARE CON DE MAGISTRIS","GIORGIO PICCIONE"
"SICILIA","SICILIA - U05","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","GIULIO MORELLO"
"SICILIA","SICILIA - U05","VITA","ANGELO SCAGLIONE"
"SICILIA","SICILIA - U05","ITALEXIT PER L'ITALIA","EMANUELE CAVALLO"
"SICILIA","SICILIA - U05","ITALIA SOVRANA E POPOLARE","GIOVANNI ARMANDO ZERO"
"SICILIA","SICILIA - U06","LEGA PER SALVINI PREMIER","CARMELA BUCALO"
"SICILIA","SICILIA - U06","FRATELLI D'ITALIA CON GIORGIA MELONI","CARMELA BUCALO"
"SICILIA","SICILIA - U06","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CARMELA BUCALO"
"SICILIA","SICILIA - U06","FORZA ITALIA","CARMELA BUCALO"
"SICILIA","SICILIA - U06","MOVIMENTO 5 STELLE","BARBARA FLORIDIA"
"SICILIA","SICILIA - U06","ALLEANZA VERDI E SINISTRA","ANTONIA RUSSO"
"SICILIA","SICILIA - U06","+EUROPA","ANTONIA RUSSO"
"SICILIA","SICILIA - U06","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANTONIA RUSSO"
"SICILIA","SICILIA - U06","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANTONIA RUSSO"
"SICILIA","SICILIA - U06","AZIONE - ITALIA VIVA - CALENDA","EMILIANO LAZZARA PAPINA"
"SICILIA","SICILIA - U06","SUD CHIAMA NORD","DAFNE MUSOLINO"
"SICILIA","SICILIA - U06","UNIONE POPOLARE CON DE MAGISTRIS","DOLORES DESSI' DETTA DORIS"
"SICILIA","SICILIA - U06","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","ENZA LO PRESTI"
"SICILIA","SICILIA - U06","VITA","CARLA BONANNO"
"SICILIA","SICILIA - U06","ITALEXIT PER L'ITALIA","GIUSEPPE SOTTILE"
"SICILIA","SICILIA - U06","ITALIA SOVRANA E POPOLARE","RENZO IOPPOLO"
"SARDEGNA","SARDEGNA - U01","FORZA ITALIA","ANTONELLA ZEDDA"
"SARDEGNA","SARDEGNA - U01","LEGA PER SALVINI PREMIER","ANTONELLA ZEDDA"
"SARDEGNA","SARDEGNA - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANTONELLA ZEDDA"
"SARDEGNA","SARDEGNA - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","ANTONELLA ZEDDA"
"SARDEGNA","SARDEGNA - U01","UNIONE POPOLARE CON DE MAGISTRIS","GIOVANNI FANCELLO"
"SARDEGNA","SARDEGNA - U01","ITALIA SOVRANA E POPOLARE","NICOLA DI CESARE"
"SARDEGNA","SARDEGNA - U01","ITALEXIT PER L'ITALIA","ANTONELLA ATZEI "
"SARDEGNA","SARDEGNA - U01","VITA","MARIA LUISA BUSINCO"
"SARDEGNA","SARDEGNA - U01","MOVIMENTO 5 STELLE","SABRINA LICHERI"
"SARDEGNA","SARDEGNA - U01","AZIONE - ITALIA VIVA - CALENDA","CLAUDIA MEDDA"
"SARDEGNA","SARDEGNA - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MARIA  DEL ZOMPO"
"SARDEGNA","SARDEGNA - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MARIA  DEL ZOMPO"
"SARDEGNA","SARDEGNA - U01","+EUROPA","MARIA  DEL ZOMPO"
"SARDEGNA","SARDEGNA - U01","ALLEANZA VERDI E SINISTRA","MARIA  DEL ZOMPO"
"SARDEGNA","SARDEGNA - U02","FORZA ITALIA","MARCELLO PERA"
"SARDEGNA","SARDEGNA - U02","LEGA PER SALVINI PREMIER","MARCELLO PERA"
"SARDEGNA","SARDEGNA - U02","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MARCELLO PERA"
"SARDEGNA","SARDEGNA - U02","FRATELLI D'ITALIA CON GIORGIA MELONI","MARCELLO PERA"
"SARDEGNA","SARDEGNA - U02","UNIONE POPOLARE CON DE MAGISTRIS","LUCIA BROCCA"
"SARDEGNA","SARDEGNA - U02","ITALIA SOVRANA E POPOLARE","PATRIZIA PIRAS"
"SARDEGNA","SARDEGNA - U02","ITALEXIT PER L'ITALIA","GAVINO FONNESU"
"SARDEGNA","SARDEGNA - U02","VITA","ALESSANDRO GOFFI"
"SARDEGNA","SARDEGNA - U02","MOVIMENTO 5 STELLE","MARCELLO CHERCHI"
"SARDEGNA","SARDEGNA - U02","AZIONE - ITALIA VIVA - CALENDA","ANTIOCO VALERIO  ZOCCHEDDU"
"SARDEGNA","SARDEGNA - U02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","GAVINO MANCA"
"SARDEGNA","SARDEGNA - U02","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","GAVINO MANCA"
"SARDEGNA","SARDEGNA - U02","+EUROPA","GAVINO MANCA"
"SARDEGNA","SARDEGNA - U02","ALLEANZA VERDI E SINISTRA","GAVINO MANCA"
