"REGIONE";"CIRCOSCRIZIONE";"provincia";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"COGNOME";"NOME";"VOTI_CANDIDATO";"LISTA";"VOTI_LISTA"
"CALABRIA";"NORD";"COSENZA";"ALBIDONA";1667,00;824,00;881,00;440,00;215,00;"OCCHIUTO";"ROBERTO";302,00;"LEGA SALVINI CALABRIA";61,00
"CALABRIA";"NORD";"COSENZA";"ALBIDONA";1667,00;824,00;881,00;440,00;215,00;"OCCHIUTO";"ROBERTO";302,00;"CORAGGIO ITALIA";7,00
"CALABRIA";"NORD";"COSENZA";"ALBIDONA";1667,00;824,00;881,00;440,00;215,00;"OLIVERIO";"GERARDO MARIO";8,00;"OLIVERIO PRESIDENTE";8,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"BRUNI";"AMALIA CECILIA";73,00;"PARTITO DEMOCRATICO";17,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"BRUNI";"AMALIA CECILIA";73,00;"PARTITO ANIMALISTA - DEMOCRATICI PROGRESSISTI";0,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"BRUNI";"AMALIA CECILIA";73,00;"TESORO CALABRIA";0,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"BRUNI";"AMALIA CECILIA";73,00;"EUROPA VERDE";0,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"BRUNI";"AMALIA CECILIA";73,00;"MOVIMENTO CINQUESTELLE";5,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"BRUNI";"AMALIA CECILIA";73,00;"LA CALABRIA SICURA";50,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"BRUNI";"AMALIA CECILIA";73,00;"P.S.I.";1,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"DE MAGISTRIS";"LUIGI";9,00;"PER LA CALABRIA CON DE MAGISTRIS";3,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"DE MAGISTRIS";"LUIGI";9,00;"DEMA";0,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"DE MAGISTRIS";"LUIGI";9,00;"DE MAGISTRIS PRESIDENTE";0,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"DE MAGISTRIS";"LUIGI";9,00;"CALABRIA RESISTENTE E SOLIDALE";1,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"DE MAGISTRIS";"LUIGI";9,00;"UN'ALTRA CALABRIA E' POSSIBILE";2,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"DE MAGISTRIS";"LUIGI";9,00;"UNITI CON DE MAGISTRIS";2,00
"CALABRIA";"NORD";"COSENZA";"ALESSANDRIA DEL CARRETTO";681,00;360,00;141,00;88,00;6,00;"OCCHIUTO";"ROBERTO";48,00;"FRATELLI D'ITALIA";2,00
