"REGIONE";"CIRCOSCRIZIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"COGNOME";"NOME";"VOTI_CANDIDATO";"LISTA";"VOTI_LISTA"
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALICE BEL COLLE";658,00;339,00;383,00;214,00;6,00;"CHIAMPARINO";"SERGIO";100,00;"MODERATI PER CHIAMPARINO";2,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALICE BEL COLLE";658,00;339,00;383,00;214,00;6,00;"CHIAMPARINO";"SERGIO";100,00;"LIBERI UGUALI VERDI";11,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALICE BEL COLLE";658,00;339,00;383,00;214,00;6,00;"CHIAMPARINO";"SERGIO";100,00;"CHIAMPARINO PER IL PIEMONTE DEL SÌ";11,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALICE BEL COLLE";658,00;339,00;383,00;214,00;6,00;"CHIAMPARINO";"SERGIO";100,00;"CHIAMPARINO SÌ DEMOS";1,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALICE BEL COLLE";658,00;339,00;383,00;214,00;6,00;"CHIAMPARINO";"SERGIO";100,00;"+EUROPA SÌ TAV";7,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALICE BEL COLLE";658,00;339,00;383,00;214,00;6,00;"CHIAMPARINO";"SERGIO";100,00;"PARTITO DEMOCRATICO";59,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALICE BEL COLLE";658,00;339,00;383,00;214,00;6,00;"CHIAMPARINO";"SERGIO";100,00;"ITALIA IN COMUNE";1,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALICE BEL COLLE";658,00;339,00;383,00;214,00;6,00;"BOERO";"VALTER";0,00;"IL POPOLO DELLA FAMIGLIA";0,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"BERTOLA";"GIORGIO";113,00;"MOVIMENTO 5 STELLE";97,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CIRIO";"ALBERTO";558,00;"LEGA SALVINI PIEMONTE";368,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CIRIO";"ALBERTO";558,00;"SÌ TAV SÌ LAVORO PER IL PIEMONTE";18,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CIRIO";"ALBERTO";558,00;"GIORGIA MELONI FRATELLI D'ITALIA";37,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CIRIO";"ALBERTO";558,00;"FORZA ITALIA BERLUSCONI";100,00
